"genus_id","scientific_name","character_id","character","state","confidence","in_matrix","source","source_url","evidence"
"temnothorax","Temnothorax","gen-12","Propodeum","1","medium","yes","Collingwood 1979 / Csosz et al. 2015 (via AntWiki)","https://www.antwiki.org/wiki/Temnothorax","4/5 Italian spp. short teeth/spines (unifasciatus ""short but strong"", tuberum/recedens ""very short""); exception T. lichtensteini long spines. Genus-level = denti."
"formicoxenus","Formicoxenus","gen-12","Propodeum","1","low","yes","AntWiki taxobox (propodeal_spine=dentiform)","https://www.antwiki.org/wiki/Formicoxenus","AntWiki genus taxobox propodeal_spine=dentiform; genus page a stub, no prose. Low confidence."
"harpagoxenus","Harpagoxenus","gen-12","Propodeum","1","low","yes","AntWiki taxobox (propodeal_spine=dentiform; present)","https://www.antwiki.org/wiki/Harpagoxenus","AntWiki genus taxobox propodeal_spine=dentiform; present (dentiform listed first). Low confidence, no prose."
"leptothorax","Leptothorax","gen-12","Propodeum","1","medium","yes","AntWiki taxobox (propodeal_spine=dentiform; present)","https://www.antwiki.org/wiki/Leptothorax","AntWiki genus taxobox propodeal_spine=dentiform; present -> tooth-like. (User-provided AntWiki data.)"
"tetramorium","Tetramorium","gen-12","Propodeum","1","medium","yes","AntWiki taxobox (propodeal_spine=dentiform; present)","https://www.antwiki.org/wiki/Tetramorium","AntWiki genus taxobox propodeal_spine=dentiform; present. Genus genuinely variable across spp. (T. semilaeve short spiniform teeth, T. moravicum ""teeth long""); coded denti at genus level, variability noted. (User-provided AntWiki data.)"
"pheidole","Pheidole","gen-12","Propodeum","0;1","high","yes","AntWiki (P. pallidula)","https://www.antwiki.org/wiki/Pheidole","P. pallidula ""propodeal spines with small triangular teeth"". Genus keeps 0 (some unarmed) + denti."
"strumigenys","Strumigenys","gen-12","Propodeum","0;1","high","yes","AntWiki (S. argiola)","https://www.antwiki.org/wiki/Strumigenys","S. argiola ""Propodeal teeth very small but rather acute"". Keeps 0 + denti."
"crematogaster","Crematogaster","gen-12","Propodeum","1;2","medium","yes","AntWiki (genus propodeal spine variable) + user direction","https://www.antwiki.org/wiki/Crematogaster","Genus propodeal spine ""varying in size and shape""; user directs teeth AND spines -> armed, type variable."
"cryptopone","Cryptopone","gen-12","Propodeum","0","medium","yes","Schmidt & Shattuck 2014 (via AntWiki)","https://www.antwiki.org/wiki/Cryptopone","no propodeal armature mentioned; AntWiki taxobox propodeal_spine=absent"
"hypoponera","Hypoponera","gen-12","Propodeum","0","high","yes","Bolton & Fisher 2011 (via AntWiki)","https://www.antwiki.org/wiki/Hypoponera","Propodeum unarmed; propodeal lobes vestigial to absent."
"ponera","Ponera","gen-12","Propodeum","0","high","yes","Taylor 1967 / Csosz & Seifert 2003 (via AntWiki)","https://www.antwiki.org/wiki/Ponera","posterolateral edges sometimes bluntly marginate, not raised/toothed; P. coarctata ""blunt angles ~90deg, not raised"""
"brachyponera","Brachyponera","gen-12","Propodeum","0","medium","yes","Schmidt & Shattuck 2014 (via AntWiki)","https://www.antwiki.org/wiki/Brachyponera","no propodeal armature mentioned; AntWiki taxobox propodeal_spine=absent"
"bothriomyrmex","Bothriomyrmex","gen-12","Propodeum","0","high","yes","Shattuck 1992 (via AntWiki)","https://www.antwiki.org/wiki/Bothriomyrmex","Mesosomal spines and tooth absent. Propodeal angle indistinct to moderately distinct."
"dolichoderus","Dolichoderus","gen-12","Propodeum","1","high","yes","Borowiec & Salata 2022 (D. quadripunctatus, via AntWiki)","https://www.antwiki.org/wiki/Dolichoderus","Sole Italian sp. D. quadripunctatus: propodeum ""bidentate posteriorly"", sharply angulate posterior angles -> teeth (state 1), not rounded."
"linepithema","Linepithema","gen-12","Propodeum","0","high","yes","Shattuck 1992 (via AntWiki)","https://www.antwiki.org/wiki/Linepithema","mesosoma ""lacking spines or teeth""; Description ""Mesosomal spines and tooth absent"""
"liometopum","Liometopum","gen-12","Propodeum","0","high","yes","Shattuck 1992 (via AntWiki)","https://www.antwiki.org/wiki/Liometopum","Mesosomal spines and tooth absent."
"tapinoma","Tapinoma","gen-12","Propodeum","0","high","yes","Shattuck 1992 (via AntWiki)","https://www.antwiki.org/wiki/Tapinoma","Mesosomal spines and tooth absent (propodeum rarely with a dorsal tooth, non-Italian spp.)."
"aphaenogaster","Aphaenogaster","gen-8","Palp formula","5,3;4,3","high","yes","Bolton 2003, Synopsis and Classification of Formicidae (Mem. Amer. Entomol. Inst. 71), Appendix 2 (PF field)","https://www.antcat.org/references/32544","Aphaenogaster WORKER... PF 5,3; 4,3"
"cardiocondyla","Cardiocondyla","gen-8","Palp formula","5,3","high","yes","Bolton 2003, Synopsis and Classification of Formicidae (Mem. Amer. Entomol. Inst. 71), Appendix 2 (PF field)","https://www.antcat.org/references/32544","Cardiocondyla WORKER/QUEEN: AC 11-12(3). PF 5,3."
"crematogaster","Crematogaster","gen-8","Palp formula","5,3;4,3;3,2","high","yes","Bolton 2003, Synopsis and Classification of Formicidae (Mem. Amer. Entomol. Inst. 71), Appendix 2 (PF field)","https://www.antcat.org/references/32544","Crematogaster WORKER... PF 5,3; 4,3; 3,2"
"formicoxenus","Formicoxenus","gen-8","Palp formula","5,3;4,3","high","yes","Bolton 2003, Synopsis and Classification of Formicidae (Mem. Amer. Entomol. Inst. 71), Appendix 2 (PF field)","https://www.antcat.org/references/32544","Formicoxenus WORKER/intercastes... PF 5,3; 4,3"
"harpagoxenus","Harpagoxenus","gen-8","Palp formula","5,3","high","yes","Bolton 2003, Synopsis and Classification of Formicidae (Mem. Amer. Entomol. Inst. 71), Appendix 2 (PF field)","https://www.antcat.org/references/32544","Harpagoxenus WORKER/intercastes... PF 5,3"
"leptothorax","Leptothorax","gen-8","Palp formula","5,3","high","yes","Bolton 2003, Synopsis and Classification of Formicidae (Mem. Amer. Entomol. Inst. 71), Appendix 2 (PF field)","https://www.antcat.org/references/32544","Leptothorax WORKER... PF 5,3 (AntWiki taxobox 5,3 concurs)"
"messor","Messor","gen-8","Palp formula","5,3;4,3","high","yes","Bolton 2003, Synopsis and Classification of Formicidae (Mem. Amer. Entomol. Inst. 71), Appendix 2 (PF field)","https://www.antcat.org/references/32544","Messor WORKER... PF 5,3; 4,3 (5,3 larger workers, 4,3 smaller)"
"monomorium","Monomorium","gen-8","Palp formula","5,3;3,3;2,3;2,2;1,2;1,1","high","yes","Bolton 2003, Synopsis and Classification of Formicidae (Mem. Amer. Entomol. Inst. 71), Appendix 2 (PF field)","https://www.antcat.org/references/32544","Monomorium... PF 5,3; 3,3; 2,3; 2,2; 1,2; 1,1 (last two in inquilines only) - full Bolton range coded per user"
"myrmecina","Myrmecina","gen-8","Palp formula","4,3;3,2","high","yes","Bolton 2003, Synopsis and Classification of Formicidae (Mem. Amer. Entomol. Inst. 71), Appendix 2 (PF field)","https://www.antcat.org/references/32544","Myrmecina WORKER/QUEEN: AC 11-12(3). PF 4,3; 3,2."
"oxyopomyrmex","Oxyopomyrmex","gen-8","Palp formula","3,3","high","yes","Bolton 2003, Synopsis and Classification of Formicidae (Mem. Amer. Entomol. Inst. 71), Appendix 2 (PF field)","https://www.antcat.org/references/32544","Oxyopomyrmex WORKER/QUEEN: AC 11(3). PF 3,3."
"pheidole","Pheidole","gen-8","Palp formula","3,2;2,2;1,1;1,0","high","yes","Bolton 2003, Synopsis and Classification of Formicidae (Mem. Amer. Entomol. Inst. 71), Appendix 2 (PF field)","https://www.antcat.org/references/32544","Pheidole WORKER (dimorphic)/QUEEN... PF 3,2; 2,2; 1,1; 1,0 (last two inquilines only) - full Bolton range coded per user"
"solenopsis","Solenopsis","gen-8","Palp formula","2,2;1,2","high","yes","Bolton 2003, Synopsis and Classification of Formicidae (Mem. Amer. Entomol. Inst. 71), Appendix 2 (PF field)","https://www.antcat.org/references/32544","Solenopsis WORKER... PF 2,2; 1,2"
"stenamma","Stenamma","gen-8","Palp formula","4,3","high","yes","Bolton 2003, Synopsis and Classification of Formicidae (Mem. Amer. Entomol. Inst. 71), Appendix 2 (PF field)","https://www.antcat.org/references/32544","Stenamma WORKER... PF 4,3"
"strongylognathus","Strongylognathus","gen-8","Palp formula","4,3","high","yes","Bolton 2003, Synopsis and Classification of Formicidae (Mem. Amer. Entomol. Inst. 71), Appendix 2 (PF field)","https://www.antcat.org/references/32544","Strongylognathus WORKER/QUEEN: ... PF 4,3"
"temnothorax","Temnothorax","gen-8","Palp formula","5,3","high","yes","Bolton 2003, Synopsis and Classification of Formicidae (Mem. Amer. Entomol. Inst. 71), Appendix 2 (PF field)","https://www.antcat.org/references/32544","Temnothorax WORKER/intercastes... PF 5,3"
"tetramorium","Tetramorium","gen-8","Palp formula","4,3;4,2;3,3;3,2;2,2","high","yes","Bolton 2003, Synopsis and Classification of Formicidae (Mem. Amer. Entomol. Inst. 71), Appendix 2 (PF field)","https://www.antcat.org/references/32544","Tetramorium WORKER/QUEEN: ... PF 4,3; 4,2; 3,3; 3,2; 2,2 (AntWiki taxobox concurs)"
"proceratium","Proceratium","gen-8","Palp formula","4,3;3,3;3,2;2,2","high","yes","Bolton 2003, Synopsis and Classification of Formicidae (Mem. Amer. Entomol. Inst. 71), Appendix 2 (PF field)","https://www.antcat.org/references/32544","Proceratium WORKER/QUEEN... PF 4,3; 3,3; 3,2; 2,2"
"cryptopone","Cryptopone","gen-8","Palp formula","2,2","high","yes","Bolton 2003, Synopsis and Classification of Formicidae (Mem. Amer. Entomol. Inst. 71), Appendix 2 (PF field)","https://www.antcat.org/references/32544","Cryptopone WORKER/QUEEN: AC 12(gi,4,5 weak). PF 2,2."
"hypoponera","Hypoponera","gen-8","Palp formula","1,2;1,1","high","yes","Bolton 2003, Synopsis and Classification of Formicidae (Mem. Amer. Entomol. Inst. 71), Appendix 2 (PF field)","https://www.antcat.org/references/32544","Hypoponera WORKER/QUEEN... PF 1,2; 1,1"
"ponera","Ponera","gen-8","Palp formula","2,2","high","yes","Bolton 2003, Synopsis and Classification of Formicidae (Mem. Amer. Entomol. Inst. 71), Appendix 2 (PF field)","https://www.antcat.org/references/32544","Ponera WORKER/QUEEN: AC 12(gi,4,5). PF 2,2."
"stigmatomma","Stigmatomma","gen-8","Palp formula","2;3","high","yes","Borowiec & Salata 2022, A monographic review of ants of Greece Vol 1","https://www.antwiki.org/wiki/Stigmatomma","Key: S. impressifrons ""Palpal formula 5:3""; S. denticulatum ""Palpal formula 4:3"" (Borowiec & Salata 2022) -> genus states 5,3 + 4,3"
"brachyponera","Brachyponera","gen-8","Palp formula","5","medium","yes","Yamane 2007, Pachycondyla nigrita and related species in SE Asia (Mem. Amer. Entomol. Inst. 80)","http://antbase.org/ants/publications/21295/21295.pdf","""Brachyponera has the following recognition characteristics ... palpal formula 3,3 (W/Q)"" (Yamane 2007). Modern genus treatments (Schmidt & Shattuck 2014, Chen et al. 2025) omit palp formula."
"aphaenogaster","Aphaenogaster","gen-21","Cuticle colour","0;2","medium","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Aphaenogaster","A. subterranea ""brown... mesosoma evenly brown, light to dark brown"""
"aphaenogaster","Aphaenogaster","gen-27","Colour pattern","0","medium","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Aphaenogaster","A. subterranea ""brown... mesosoma evenly brown, light to dark brown"""
"cardiocondyla","Cardiocondyla","gen-21","Cuticle colour","0;2;3","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Cardiocondyla","C. elegans/nuda ""dark to medium brown, concolorous; lighter yellowish-brown mesosoma"""
"cardiocondyla","Cardiocondyla","gen-27","Colour pattern","0","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Cardiocondyla","C. elegans/nuda ""dark to medium brown, concolorous; lighter yellowish-brown mesosoma"""
"crematogaster","Crematogaster","gen-21","Cuticle colour","1;2;3","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Crematogaster","C. scutellaris ""head yellowish red contrasting with brown alitrunk and dark gaster"""
"crematogaster","Crematogaster","gen-27","Colour pattern","1","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Crematogaster","C. scutellaris ""head yellowish red contrasting with brown alitrunk and dark gaster"""
"formicoxenus","Formicoxenus","gen-21","Cuticle colour","0;1;2;3","high","yes","AntWiki (species page, via browser Cloudflare-bypass)","https://www.antwiki.org/wiki/Formicoxenus_nitidulus","F. nitidulus ""Reddish yellow to brown"" (Collingwood 1979); ""colour variable from light yellowish brown to nearly blackish brown"" (Seifert 2023)"
"formicoxenus","Formicoxenus","gen-27","Colour pattern","0","high","yes","AntWiki (species page, via browser Cloudflare-bypass)","https://www.antwiki.org/wiki/Formicoxenus_nitidulus","F. nitidulus ""Reddish yellow to brown"" (Collingwood 1979); ""colour variable from light yellowish brown to nearly blackish brown"" (Seifert 2023)"
"harpagoxenus","Harpagoxenus","gen-21","Cuticle colour","0;1;2","high","yes","AntWiki (species page, via browser Cloudflare-bypass)","https://www.antwiki.org/wiki/Harpagoxenus_sublaevis","H. sublaevis ""Pale yellowish brown to brown"" (Collingwood 1979)"
"harpagoxenus","Harpagoxenus","gen-27","Colour pattern","0","high","yes","AntWiki (species page, via browser Cloudflare-bypass)","https://www.antwiki.org/wiki/Harpagoxenus_sublaevis","H. sublaevis ""Pale yellowish brown to brown"" (Collingwood 1979)"
"leptothorax","Leptothorax","gen-21","Cuticle colour","0;1;2;4","high","yes","AntWiki (species page, via browser Cloudflare-bypass)","https://www.antwiki.org/wiki/Leptothorax_acervorum","L. acervorum ""Head and gaster black; mesosoma, petiole and postpetiole reddish brown"" (Terayama & Onoyama 1999); ""reddish to brownish yellow with head and gaster darker"" (Collingwood 1979) - bicoloured tagmata"
"leptothorax","Leptothorax","gen-27","Colour pattern","1","high","yes","AntWiki (species page, via browser Cloudflare-bypass)","https://www.antwiki.org/wiki/Leptothorax_acervorum","L. acervorum ""Head and gaster black; mesosoma, petiole and postpetiole reddish brown"" (Terayama & Onoyama 1999); ""reddish to brownish yellow with head and gaster darker"" (Collingwood 1979) - bicoloured tagmata"
"manica","Manica","gen-21","Cuticle colour","0;1;2;4","medium","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Manica","genus diagnosis ""wholly yellowish/reddish brown/black, or head+gaster black with brown mesosoma"""
"manica","Manica","gen-27","Colour pattern","0;1","medium","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Manica","genus diagnosis ""wholly yellowish/reddish brown/black, or head+gaster black with brown mesosoma"""
"messor","Messor","gen-21","Cuticle colour","1;2;3;4","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Messor","M. capitatus ""concolorous brown to black""; M. structor ""brown to brownish red"""
"messor","Messor","gen-27","Colour pattern","0","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Messor","M. capitatus ""concolorous brown to black""; M. structor ""brown to brownish red"""
"monomorium","Monomorium","gen-21","Cuticle colour","0;2","low","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Monomorium","only exotic M. pharaonis sourced (""uniform yellow to yellow with dark gaster rear""); native spp. uncodified - low conf"
"monomorium","Monomorium","gen-27","Colour pattern","0","low","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Monomorium","only exotic M. pharaonis sourced (""uniform yellow to yellow with dark gaster rear""); native spp. uncodified - low conf"
"myrmecina","Myrmecina","gen-21","Cuticle colour","2;3;4","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Myrmecina","M. graminicola ""chiefly dark brown to black"" (appendages ferruginous, not tagmata)"
"myrmecina","Myrmecina","gen-27","Colour pattern","0","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Myrmecina","M. graminicola ""chiefly dark brown to black"" (appendages ferruginous, not tagmata)"
"myrmica","Myrmica","gen-21","Cuticle colour","0;1;2","medium","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Myrmica","M. specioides ""yellow red to reddish brown"""
"myrmica","Myrmica","gen-27","Colour pattern","0","medium","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Myrmica","M. specioides ""yellow red to reddish brown"""
"oxyopomyrmex","Oxyopomyrmex","gen-21","Cuticle colour","2;3","high","yes","AntWiki (species page, via browser Cloudflare-bypass)","https://www.antwiki.org/wiki/Oxyopomyrmex_saulcyi","O. saulcyi ""Head, thorax and abdomen from dark brown to brown; appendages paler"" (Salata & Borowiec 2015)"
"oxyopomyrmex","Oxyopomyrmex","gen-27","Colour pattern","0","high","yes","AntWiki (species page, via browser Cloudflare-bypass)","https://www.antwiki.org/wiki/Oxyopomyrmex_saulcyi","O. saulcyi ""Head, thorax and abdomen from dark brown to brown; appendages paler"" (Salata & Borowiec 2015)"
"pheidole","Pheidole","gen-21","Cuticle colour","0","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Pheidole","P. pallidula ""overall pale yellowish brown, mandibles dark brown"""
"pheidole","Pheidole","gen-27","Colour pattern","0","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Pheidole","P. pallidula ""overall pale yellowish brown, mandibles dark brown"""
"solenopsis","Solenopsis","gen-21","Cuticle colour","0","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Solenopsis","S. fugax ""yellow to brownish yellow"""
"solenopsis","Solenopsis","gen-27","Colour pattern","0","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Solenopsis","S. fugax ""yellow to brownish yellow"""
"stenamma","Stenamma","gen-21","Cuticle colour","2;3","medium","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Stenamma","S. debile ""mainly brown, darker than most"""
"stenamma","Stenamma","gen-27","Colour pattern","0","medium","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Stenamma","S. debile ""mainly brown, darker than most"""
"strongylognathus","Strongylognathus","gen-21","Cuticle colour","0;1;2","high","yes","AntWiki (species page, via browser Cloudflare-bypass)","https://www.antwiki.org/wiki/Strongylognathus_testaceus","S. testaceus ""Yellowish brown"" (Collingwood 1979)"
"strongylognathus","Strongylognathus","gen-27","Colour pattern","0","high","yes","AntWiki (species page, via browser Cloudflare-bypass)","https://www.antwiki.org/wiki/Strongylognathus_testaceus","S. testaceus ""Yellowish brown"" (Collingwood 1979)"
"strumigenys","Strumigenys","gen-21","Cuticle colour","0;1","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Strumigenys","S. argiola ""yellowish to medium ferrugineous"""
"strumigenys","Strumigenys","gen-27","Colour pattern","0","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Strumigenys","S. argiola ""yellowish to medium ferrugineous"""
"temnothorax","Temnothorax","gen-21","Cuticle colour","0;1;2;3;4","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Temnothorax","genus heterogeneous: T. nylanderi/parvulus bicoloured; T. tuberum ""pale yellowish brown to almost black"""
"temnothorax","Temnothorax","gen-27","Colour pattern","0;1","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Temnothorax","genus heterogeneous: T. nylanderi/parvulus bicoloured; T. tuberum ""pale yellowish brown to almost black"""
"tetramorium","Tetramorium","gen-21","Cuticle colour","0;3;4","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Tetramorium","T. caespitum ""dark brown to blackish""; T. semilaeve ""yellow to yellowish-brown"""
"tetramorium","Tetramorium","gen-27","Colour pattern","0","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Tetramorium","T. caespitum ""dark brown to blackish""; T. semilaeve ""yellow to yellowish-brown"""
"camponotus","Camponotus","gen-21","Cuticle colour","0;1;2;3;4","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Camponotus","C. vagus ""whole body black""; C. lateralis ""bicolored head reddish + mesosoma dark"""
"camponotus","Camponotus","gen-27","Colour pattern","0;1","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Camponotus","C. vagus ""whole body black""; C. lateralis ""bicolored head reddish + mesosoma dark"""
"cataglyphis","Cataglyphis","gen-21","Cuticle colour","1;2;3;4","medium","yes","AntWiki (species page, via browser Cloudflare-bypass)","https://www.antwiki.org/wiki/Cataglyphis_nodus","C. nodus (congener; Italian C. italica/piliscapa pages empty) ""Head, mesosoma and petiolar node yellowish red to red, gaster dark, reddish brown to black"" (Borowiec & Salata) - classic Cataglyphis bicolour"
"cataglyphis","Cataglyphis","gen-27","Colour pattern","1","medium","yes","AntWiki (species page, via browser Cloudflare-bypass)","https://www.antwiki.org/wiki/Cataglyphis_nodus","C. nodus (congener; Italian C. italica/piliscapa pages empty) ""Head, mesosoma and petiolar node yellowish red to red, gaster dark, reddish brown to black"" (Borowiec & Salata) - classic Cataglyphis bicolour"
"colobopsis","Colobopsis","gen-21","Cuticle colour","0;1;2;3;4","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Colobopsis","C. truncata ""uniformly yellow reddish to dark brown; often bicolored, gaster dark to black"""
"colobopsis","Colobopsis","gen-27","Colour pattern","0;1","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Colobopsis","C. truncata ""uniformly yellow reddish to dark brown; often bicolored, gaster dark to black"""
"formica","Formica","gen-21","Cuticle colour","1;2;3;4","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Formica","F. rufibarbis/cunicularia bicoloured (red alitrunk + dark gaster); F. gagates ""greyish black to black"""
"formica","Formica","gen-27","Colour pattern","0;1","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Formica","F. rufibarbis/cunicularia bicoloured (red alitrunk + dark gaster); F. gagates ""greyish black to black"""
"lasius","Lasius","gen-21","Cuticle colour","0;1;2;3;4","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Lasius","L. myops ""pale yellow""; L. brunneus ""bicoloured, dark gaster vs pale head+alitrunk""; L. fuliginosus ""black"""
"lasius","Lasius","gen-27","Colour pattern","0;1","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Lasius","L. myops ""pale yellow""; L. brunneus ""bicoloured, dark gaster vs pale head+alitrunk""; L. fuliginosus ""black"""
"lepisiota","Lepisiota","gen-21","Cuticle colour","0;1;2;3;4","high","yes","AntWiki (species page, via browser Cloudflare-bypass)","https://www.antwiki.org/wiki/Lepisiota_frauenfeldi","L. frauenfeldi ""Head yellowish brown to dark brown, mesosoma usually completely yellowish red or red, gaster always dark, brown to black"" (Borowiec & Salata 2022) - bicoloured"
"lepisiota","Lepisiota","gen-27","Colour pattern","1","high","yes","AntWiki (species page, via browser Cloudflare-bypass)","https://www.antwiki.org/wiki/Lepisiota_frauenfeldi","L. frauenfeldi ""Head yellowish brown to dark brown, mesosoma usually completely yellowish red or red, gaster always dark, brown to black"" (Borowiec & Salata 2022) - bicoloured"
"nylanderia","Nylanderia","gen-21","Cuticle colour","0;1;2","medium","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Nylanderia","N. vividula/jaegerskioeldi ""head and gaster darker than mesosoma"" (tagmata contrast)"
"nylanderia","Nylanderia","gen-27","Colour pattern","1","medium","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Nylanderia","N. vividula/jaegerskioeldi ""head and gaster darker than mesosoma"" (tagmata contrast)"
"paratrechina","Paratrechina","gen-21","Cuticle colour","0;1;2;3","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Paratrechina","P. longicornis ""uniformly yellowish brown to dark brown"""
"paratrechina","Paratrechina","gen-27","Colour pattern","0","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Paratrechina","P. longicornis ""uniformly yellowish brown to dark brown"""
"plagiolepis","Plagiolepis","gen-21","Cuticle colour","0;2","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Plagiolepis","P. pygmaea ""uniformly brown or blackish brown, legs yellow"""
"plagiolepis","Plagiolepis","gen-27","Colour pattern","0","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Plagiolepis","P. pygmaea ""uniformly brown or blackish brown, legs yellow"""
"polyergus","Polyergus","gen-21","Cuticle colour","1","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Polyergus","P. rufescens ""completely red"" (thesis Mei); ""deep red to orangey red"""
"polyergus","Polyergus","gen-27","Colour pattern","0","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Polyergus","P. rufescens ""completely red"" (thesis Mei); ""deep red to orangey red"""
"prenolepis","Prenolepis","gen-21","Cuticle colour","0;1;2","low","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Prenolepis","genus-level (worldwide) ""pale yellow to dark brown""; P. nitens not species-sourced - low conf"
"prenolepis","Prenolepis","gen-27","Colour pattern","0","low","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Prenolepis","genus-level (worldwide) ""pale yellow to dark brown""; P. nitens not species-sourced - low conf"
"bothriomyrmex","Bothriomyrmex","gen-21","Cuticle colour","0","high","yes","AntWiki (species page, via browser Cloudflare-bypass)","https://www.antwiki.org/wiki/Bothriomyrmex_corsicus","B. corsicus ""Whole body, including antennae and legs yellow"" (Borowiec & Salata 2022)"
"bothriomyrmex","Bothriomyrmex","gen-27","Colour pattern","0","high","yes","AntWiki (species page, via browser Cloudflare-bypass)","https://www.antwiki.org/wiki/Bothriomyrmex_corsicus","B. corsicus ""Whole body, including antennae and legs yellow"" (Borowiec & Salata 2022)"
"dolichoderus","Dolichoderus","gen-21","Cuticle colour","1;4","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Dolichoderus","D. quadripunctatus ""black head, red mesosoma, black gaster"" (bicoloured)"
"dolichoderus","Dolichoderus","gen-27","Colour pattern","1","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Dolichoderus","D. quadripunctatus ""black head, red mesosoma, black gaster"" (bicoloured)"
"linepithema","Linepithema","gen-21","Cuticle colour","0;1;2","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Linepithema","L. humile ""concolorous, medium reddish/yellowish brown, never piceous"""
"linepithema","Linepithema","gen-27","Colour pattern","0","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Linepithema","L. humile ""concolorous, medium reddish/yellowish brown, never piceous"""
"liometopum","Liometopum","gen-21","Cuticle colour","1;3;4","medium","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Liometopum","L. microcephalum ""red mesosoma, blackish head and gaster"" (thesis Mei)"
"liometopum","Liometopum","gen-27","Colour pattern","1","medium","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Liometopum","L. microcephalum ""red mesosoma, blackish head and gaster"" (thesis Mei)"
"tapinoma","Tapinoma","gen-21","Cuticle colour","2;3;4","high","yes","AntWiki corpus (Italian-species worker descriptions)","https://www.antwiki.org/wiki/Tapinoma","T. erraticum ""dark brown to black""; T. nigerrimum ""blackish brown"""
